lat,lon,speed,heading,cross_track_km
30.92067,75.25453,110.0,104.3,0.947
30.82309,75.18828,21.7,66.2,0.003
30.81709,75.16354,18.5,242.7,0.016
30.80618,75.16888,24.3,247.0,0.016
30.80614,75.17345,27.8,234.9,0.014
30.81381,75.17789,30.2,149.6,0.012
30.82985,75.16712,23.2,36.1,0.032
30.81442,75.14894,36.6,328.0,0.019
30.80447,75.18247,26.3,182.8,0.035
30.81453,75.17768,21.7,146.5,0.028
30.81432,75.15766,29.8,212.0,0.032
30.79492,75.16674,43.7,69.4,0.004
30.81607,75.18415,30.7,47.7,0.021
30.81465,75.18318,25.1,146.0,0.011
30.82207,75.17911,15.8,81.8,0.002
30.83129,75.17019,26.2,87.9,0.03
30.82551,75.17226,29.9,321.3,0.012
30.81435,75.17055,24.9,191.1,0.004
30.80765,75.18063,14.7,174.0,0.011
30.83709,75.16459,21.2,248.2,0.007
30.81697,75.16515,39.6,342.6,0.008
30.81661,75.17968,39.5,40.4,0.013
30.81631,75.17125,20.9,300.1,0.032
30.81808,75.18263,33.4,210.2,0.008
30.81535,75.16623,18.6,52.6,0.032
30.81191,75.17116,39.2,107.0,0.023
30.81213,75.16422,30.0,173.7,0.019
30.81624,75.17166,35.6,248.8,0.022
30.81215,75.15977,14.3,87.3,0.015
30.8108,75.1677,33.4,192.6,0.028
30.81735,75.16011,27.9,246.5,0.021
30.81446,75.17715,34.8,161.5,0.002
30.82853,75.17733,35.3,310.7,0.018
30.79529,75.15776,28.5,313.0,0.023
30.82523,75.18227,23.2,169.4,0.012
30.82647,75.19158,34.2,350.3,0.016
30.79991,75.17197,27.5,27.2,0.009
30.81376,75.16647,21.0,1.2,0.001
30.81353,75.19419,20.6,137.0,0.001
30.80524,75.16105,16.2,216.4,0.0
30.81028,75.17176,23.9,226.5,0.022
30.80762,75.17304,36.8,171.5,0.01
30.83052,75.18236,29.4,45.0,0.008
30.82399,75.17448,23.8,61.4,0.007
30.82667,75.16761,34.4,306.8,0.012
30.82227,75.16399,21.3,312.4,0.004
30.80747,75.16887,28.8,242.6,0.019
30.8123,75.16354,26.6,239.1,0.002
30.82041,75.17198,34.2,215.2,0.026
30.80672,75.16709,15.4,73.1,0.009
30.8222,75.15965,21.2,154.2,0.014
30.81458,75.18164,14.9,250.5,0.015
30.8135,75.16762,25.9,193.4,0.017
30.77428,75.24366,95.0,6.7,1.239
30.82005,75.17025,24.0,343.3,0.011
30.81361,75.17215,23.9,304.1,0.018
30.82577,75.15763,35.0,93.8,0.02
30.70008,75.17066,110.0,221.9,0.451
30.82143,75.16322,27.3,332.4,0.019
30.82124,75.18529,33.5,34.6,0.027
30.81402,75.17579,19.4,181.1,0.022
30.81911,75.1684,39.0,164.2,0.024
30.80649,75.16564,45.2,147.7,0.017
30.82389,75.17076,32.2,300.8,0.006
30.81502,75.1765,11.3,137.0,0.007
30.81232,75.1714,23.5,22.9,0.018
30.82489,75.16986,32.9,23.7,0.024
30.81087,75.17207,24.6,15.4,0.043
30.80523,75.16677,38.2,147.3,0.025
30.80405,75.16885,32.7,258.6,0.003
30.82135,75.15491,22.3,73.3,0.007
30.80626,75.17939,28.3,232.7,0.038
30.83054,75.17399,20.8,247.4,0.013
30.79984,75.16541,26.5,91.9,0.015
30.83007,75.18679,23.6,216.2,0.005
30.81819,75.1723,37.4,246.6,0.031
30.81573,75.16331,44.9,168.0,0.02
30.81214,75.17845,16.6,121.2,0.007
30.81969,75.17478,12.6,222.9,0.005
30.8162,75.17476,26.0,352.0,0.018
30.82533,75.16819,15.9,153.7,0.015
30.81741,75.1752,28.4,141.0,0.023
30.8177,75.16951,34.0,167.1,0.02
30.81359,75.17605,40.0,27.4,0.012
30.81604,75.15636,29.6,199.1,0.01
30.81896,75.16813,26.5,118.3,0.013
30.80282,75.18538,12.2,43.7,0.009
30.95495,75.17181,95.0,167.9,1.197
30.82245,75.16677,28.6,1.2,0.015
30.81787,75.16802,33.1,144.6,0.006
30.81503,75.16188,22.3,38.1,0.021
30.81665,75.15393,24.5,8.7,0.011
30.81928,75.16976,16.2,296.8,0.007
30.81218,75.17269,9.7,329.8,0.011
30.81027,75.17118,19.1,74.8,0.017
30.81807,75.17044,15.4,194.1,0.016
30.77316,75.13991,85.0,100.1,0.392
30.81977,75.17978,23.9,177.7,0.024
30.80288,75.17008,23.7,157.2,0.028
30.82473,75.16701,20.1,96.9,0.018
30.82028,75.16935,2.1,252.1,0.004
30.81855,75.17623,40.1,45.5,0.012
30.82436,75.1829,20.0,19.1,0.005
30.82982,75.16657,24.7,276.4,0.032
30.82461,75.17239,16.4,239.7,0.035
30.80177,75.17431,35.8,179.5,0.022
30.80626,75.16366,29.1,168.4,0.024
30.8115,75.17176,21.4,179.1,0.018
30.81671,75.15987,24.9,157.3,0.019
30.82064,75.15745,41.4,141.4,0.001
30.81069,75.17453,27.4,179.9,0.014
30.81799,75.16853,26.5,190.3,0.006
30.81046,75.17322,20.5,249.1,0.018
30.81161,75.17146,12.8,256.0,0.014
30.80525,75.16379,26.7,135.9,0.034
30.80911,75.17124,30.6,148.9,0.024
30.80569,75.16174,36.8,134.5,0.018
30.80869,75.18273,10.0,193.2,0.012
30.82493,75.16075,19.0,163.2,0.032
30.8089,75.17003,23.4,320.3,0.015
30.83756,75.16326,28.0,250.7,0.018
30.82045,75.17616,26.8,323.5,0.015
30.81798,75.16895,27.0,255.3,0.011
30.80963,75.16745,31.3,349.6,0.015
30.76564,75.04571,110.0,228.9,1.231
30.81189,75.17184,35.5,346.9,0.0
30.81748,75.17573,31.5,56.9,0.018
30.83698,75.16375,25.4,18.9,0.031
30.81573,75.16036,40.8,208.5,0.018
30.83297,75.33669,85.0,354.1,0.744
30.81087,75.16905,35.5,150.3,0.001
30.81622,75.17661,3.9,76.3,0.023
30.83067,75.17096,40.6,187.8,0.009
30.81148,75.17324,34.4,233.6,0.021
30.831,75.15861,44.1,113.5,0.019
30.82216,75.18671,37.9,257.3,0.02
30.812,75.17029,40.6,351.0,0.015
30.82156,75.17718,35.0,322.9,0.019
30.82428,75.16491,38.8,105.0,0.014
30.82147,75.17406,44.0,117.6,0.009
30.80394,75.16118,29.7,133.8,0.005
30.8935,75.13666,110.0,142.0,0.775
30.81452,75.16875,25.5,36.1,0.013
30.8159,75.17183,31.1,274.3,0.03
30.82147,75.17718,28.6,131.5,0.022
30.81792,75.16174,18.0,316.7,0.017
30.80582,75.16612,15.0,333.7,0.008
30.81954,75.17526,22.1,8.8,0.025
30.82138,75.18839,34.5,355.9,0.014
30.82098,75.1705,40.6,255.6,0.031
30.82515,75.17633,35.3,187.3,0.005
30.82317,75.17074,36.5,140.2,0.008
30.82017,75.18714,27.4,186.7,0.007
30.80879,75.17805,95.0,116.9,1.251
30.80321,75.17236,24.4,224.2,0.006
30.81994,75.1586,25.9,33.5,0.016
30.81816,75.15155,24.0,223.6,0.008
30.81867,75.17398,28.4,99.1,0.024
30.80629,75.17272,31.5,6.3,0.026
30.80785,75.16932,34.8,199.0,0.002
30.82493,75.17075,25.8,208.2,0.021
30.81618,75.19639,12.8,153.6,0.015
30.82195,75.16953,24.1,26.0,0.036
30.81673,75.17568,28.3,321.6,0.025
30.81674,75.16641,37.8,220.1,0.01
30.82401,75.17396,23.5,41.7,0.008
30.81237,75.16969,32.1,183.9,0.03
30.81727,75.16832,30.3,179.0,0.0
30.8128,75.18615,28.4,21.7,0.017
30.81302,75.18102,35.4,218.5,0.014
30.81403,75.17269,22.7,291.0,0.012
30.81828,75.15317,23.4,269.6,0.019
30.81267,75.16871,27.9,73.1,0.017
30.82655,75.19322,22.9,310.4,0.02
30.80934,75.16975,32.1,123.3,0.016
30.81501,75.18043,22.3,340.7,0.019
30.81298,75.18314,29.8,25.8,0.016
30.82808,75.17335,27.2,175.0,0.008
30.81807,75.16487,29.7,215.0,0.015
30.82475,75.15212,24.3,89.2,0.008
30.80462,75.17707,25.3,277.7,0.007
30.81864,75.16508,28.8,225.7,0.012
30.82362,75.17301,29.6,6.5,0.014
30.81772,75.22628,0.0,219.0,1.033
30.82502,75.16948,41.6,176.9,0.024
30.81236,75.17187,20.1,70.6,0.01
30.82777,75.17375,27.5,358.5,0.017
30.83489,75.16268,15.4,323.0,0.016
30.8136,75.18118,31.0,105.3,0.009
30.81294,75.16682,19.1,194.8,0.016
30.82813,75.1582,25.8,113.9,0.025
30.82914,75.17073,25.0,279.2,0.017
30.81232,75.17188,30.2,334.9,0.017
30.81314,75.17288,23.6,129.2,0.008
30.81425,75.1825,23.2,290.0,0.035
30.80574,75.16971,39.5,179.4,0.009
30.80915,75.17064,30.3,142.8,0.002
30.80847,75.16277,23.5,337.8,0.024
30.81036,75.17816,26.0,183.7,0.014
30.81622,75.17307,41.2,168.3,0.012
30.81837,75.16824,26.1,242.1,0.01
30.8289,75.15636,22.5,94.0,0.034
30.80851,75.18316,22.5,116.9,0.019
30.82437,75.16178,23.6,335.5,0.02
30.81479,75.16687,23.2,244.3,0.017
30.8161,75.17447,17.8,297.6,0.018
30.8219,75.16203,19.0,97.6,0.029
30.80752,75.15965,21.4,195.8,0.012
30.81956,75.15461,32.7,349.7,0.0
30.81783,75.17737,25.0,114.7,0.024
30.88821,75.13794,85.0,57.8,1.139
30.81881,75.19502,38.2,183.9,0.016
30.83614,75.16365,38.4,139.6,0.02
30.8114,75.16423,25.7,57.4,0.011
30.81225,75.16708,23.0,319.9,0.015
30.81151,75.17355,21.1,356.7,0.014
30.81206,75.16784,33.5,204.7,0.009
30.8114,75.1765,26.4,278.9,0.027
30.82601,75.16377,24.9,309.3,0.001
30.82786,75.16055,21.5,252.4,0.039
30.81193,75.15721,21.8,15.9,0.024
30.80984,75.15381,30.6,56.7,0.003
30.82027,75.16746,17.5,25.6,0.013
30.81208,75.16919,36.0,3.6,0.013
30.82156,75.16655,23.7,110.2,0.019
30.81812,75.18155,26.8,141.2,0.005
30.80437,75.18142,17.3,86.8,0.015
30.82888,75.16892,27.9,23.3,0.014
30.84051,75.12783,95.0,190.8,1.261
30.8116,75.16707,27.6,98.4,0.006
30.8134,75.1668,39.8,286.6,0.024
30.81879,75.16634,29.4,2.9,0.002
30.81918,75.16602,21.6,303.3,0.02
30.82177,75.16637,22.3,343.7,0.023
30.83258,75.16851,32.8,257.8,0.013
30.81508,75.16652,38.4,264.1,0.016
30.81011,75.17327,30.3,336.1,0.027
30.80547,75.17448,33.5,75.3,0.008
30.81065,75.16431,32.9,358.0,0.009
30.81623,75.18177,39.4,278.5,0.01
30.83086,75.16376,12.4,261.6,0.027
30.81236,75.15866,33.3,130.0,0.028
30.81829,75.17465,35.9,196.5,0.001
30.81637,75.16506,17.3,235.4,0.025
30.82601,75.17417,20.9,223.3,0.023
30.83672,75.15237,21.2,253.8,0.031
30.81225,75.18274,22.2,29.7,0.019
30.81258,75.17698,24.1,128.0,0.015
30.82485,75.1596,29.9,156.2,0.026
30.82196,75.15977,34.9,93.8,0.022
30.83127,75.18498,36.7,62.1,0.037
30.82117,75.1657,21.3,50.0,0.025
30.81363,75.16493,21.2,131.9,0.017
30.75676,75.14697,95.0,177.6,1.222
30.82537,75.16879,33.2,22.7,0.009
30.82306,75.16978,28.7,340.7,0.001
30.82056,75.17732,31.8,275.5,0.013
30.82503,75.16041,27.8,263.1,0.024
30.82585,75.15944,32.2,62.2,0.015
30.82756,75.17521,25.3,217.4,0.025
30.82169,75.17965,30.2,190.7,0.018
30.81516,75.15903,15.9,353.7,0.011
30.81767,75.18025,22.5,269.2,0.016
30.83105,75.19177,95.0,207.3,0.642
30.80996,75.18033,25.0,306.3,0.016
30.81945,75.17104,20.6,55.8,0.017
30.87166,75.15351,110.0,5.5,0.546
30.81673,75.17038,15.9,248.5,0.011
30.91873,75.06661,95.0,35.4,1.035
30.81803,75.16445,27.3,41.6,0.027
30.81687,75.1685,14.4,268.1,0.0
30.80562,75.17019,21.3,97.4,0.009
30.82247,75.1484,30.7,226.3,0.016
30.82166,75.18497,23.7,330.3,0.024
30.83381,75.16439,22.4,113.9,0.01
30.81404,75.17565,27.4,78.2,0.025
30.81825,75.17091,30.7,38.4,0.016
30.8185,75.18166,16.5,47.0,0.013
30.82912,75.17485,32.4,22.4,0.023
30.81574,75.16972,21.6,31.6,0.01
30.81873,75.16445,27.9,155.5,0.012
30.82136,75.17798,27.7,115.5,0.022
30.81799,75.15661,23.8,254.4,0.015
30.81293,75.17677,19.8,313.3,0.034
30.81805,75.16281,25.7,282.5,0.022
30.82509,75.18162,41.0,191.0,0.021
30.80829,75.17289,17.1,36.9,0.015
30.81756,75.17675,41.5,255.5,0.024
30.8109,75.17226,25.9,130.6,0.012
30.82606,75.15758,28.3,30.8,0.018
30.80431,75.16471,19.3,303.3,0.006
30.81203,75.17698,21.8,121.8,0.025
30.81952,75.17293,24.0,78.6,0.018
30.82902,75.18105,19.6,313.7,0.035
30.81597,75.17483,26.3,324.8,0.039
30.81206,75.16387,24.7,122.0,0.023
30.83155,75.16523,42.8,127.7,0.016
30.80492,75.17242,18.7,208.7,0.006
30.7415,75.19154,85.0,264.0,0.789
30.82002,75.18499,30.0,22.7,0.017
30.81248,75.17513,19.4,213.6,0.02
30.64924,75.35223,110.0,343.0,1.213
30.82217,75.15896,24.8,94.4,0.007
30.81845,75.18156,8.1,327.2,0.006
30.81199,75.18945,33.3,342.1,0.013
30.80626,75.16103,19.1,96.9,0.023
30.82348,75.17777,19.6,271.5,0.021
30.8217,75.17161,33.5,86.0,0.006
30.81571,75.15924,25.2,265.5,0.023
30.83127,75.17554,35.3,287.1,0.003
30.80794,75.17827,37.7,89.0,0.007
30.8043,75.16679,22.8,257.7,0.014
30.81096,75.18093,34.3,292.4,0.009
30.81614,75.15827,22.0,129.1,0.024
30.8828,75.13201,0.0,60.4,0.698
30.81457,75.17269,22.5,33.1,0.033
30.81932,75.1718,36.2,207.1,0.013
30.91137,75.08165,95.0,352.1,0.764
30.82805,75.17808,30.5,296.3,0.027
30.81584,75.17585,22.6,156.9,0.014
30.82544,75.17847,26.8,193.2,0.03
30.74034,75.14086,85.0,100.6,1.332
30.82015,75.17642,29.8,58.7,0.009
30.82106,75.16803,30.8,173.5,0.027
30.82008,75.18803,29.1,166.9,0.024
30.82164,75.1651,4.2,187.9,0.025
30.82713,75.18844,17.9,343.0,0.004
30.81807,75.17188,22.0,217.4,0.008
30.82217,75.1606,30.3,218.1,0.009
30.81578,75.18254,30.3,46.1,0.007
30.82802,75.17261,26.6,358.7,0.032
30.81109,75.17841,33.1,278.2,0.015
30.83091,75.18139,19.8,315.8,0.015
30.81618,75.1743,32.9,149.1,0.021
30.80505,75.16686,31.8,180.8,0.021
30.81752,75.17941,31.0,188.0,0.018
30.79133,75.22543,85.0,69.9,0.346
30.82323,75.17709,42.6,248.2,0.001
30.81128,75.15437,31.9,325.1,0.019
30.81293,75.17518,20.3,58.9,0.012
30.80138,75.16649,30.0,31.1,0.015
30.81288,75.18483,34.0,265.8,0.006
30.79711,75.17658,23.3,98.4,0.012
30.80383,75.17352,36.7,224.6,0.026
30.82258,75.17549,31.1,250.5,0.029
30.82279,75.16361,9.3,115.9,0.022
30.8199,75.18459,30.4,293.5,0.002
30.80876,75.18753,24.8,198.0,0.028
30.86817,75.32535,110.0,312.8,1.142
30.81647,75.18432,35.6,274.8,0.014
30.80723,75.16705,29.6,312.7,0.005
30.82853,75.16522,41.3,7.3,0.025
30.82352,75.17193,26.6,87.7,0.009
30.81473,75.17508,33.0,32.4,0.018
30.81672,75.16845,34.4,159.1,0.016
30.81817,75.1759,27.2,320.4,0.03
30.80017,75.17405,34.2,168.3,0.014
30.81452,75.16361,23.2,305.9,0.015
30.81104,75.17575,24.6,117.8,0.031
30.87061,75.13768,95.0,122.2,0.882
30.81425,75.17297,29.9,322.4,0.023
30.83088,75.18082,30.6,153.3,0.013
30.82163,75.16186,37.4,284.3,0.005
30.81193,75.17534,34.3,85.2,0.015
30.82108,75.16224,25.7,341.6,0.022
30.82769,75.16269,18.6,206.8,0.029
30.8239,75.16655,31.5,273.4,0.03
30.81698,75.16406,36.9,32.2,0.012
30.81132,75.16722,34.0,177.4,0.005
30.82209,75.16989,36.7,324.4,0.012
30.81965,75.1783,26.3,315.7,0.003
30.82366,75.16903,24.3,16.9,0.013
30.82158,75.15891,22.1,109.3,0.012
30.8249,75.18072,27.6,159.6,0.022
30.81222,75.1649,27.4,62.0,0.007
30.82704,75.17113,29.7,262.8,0.008
30.81808,75.17517,27.0,66.4,0.008
30.8331,75.1732,26.9,124.8,0.027
30.81099,75.18035,21.8,238.8,0.004
30.83039,75.17543,35.5,173.6,0.017
30.81808,75.16471,28.6,265.9,0.014
30.81129,75.18903,26.6,346.0,0.025
30.81263,75.17315,22.0,42.0,0.021
30.81394,75.17042,17.3,255.4,0.016
30.81989,75.17931,38.5,82.9,0.009
30.82068,75.1736,32.4,149.2,0.004
30.81191,75.17479,15.0,11.8,0.017
30.81631,75.19154,34.1,48.9,0.02
30.83364,75.1694,35.4,115.1,0.001
30.83032,75.16906,29.0,123.1,0.003
30.81999,75.17253,40.8,323.9,0.018
30.8168,75.18017,29.7,267.1,0.018
30.81746,75.15955,16.7,350.0,0.005
30.82141,75.15588,30.9,215.7,0.009
30.80832,75.1669,30.0,87.0,0.003
30.81444,75.15853,23.2,118.0,0.029
30.80315,75.1682,32.6,115.1,0.002
30.81969,75.17562,14.7,117.5,0.02
30.82168,75.16447,35.9,242.3,0.015
30.81263,75.16019,21.0,191.1,0.028
30.82909,75.17215,20.1,138.8,0.007
30.80669,75.1785,27.1,53.7,0.016
30.80479,75.15804,31.5,8.0,0.002
30.83066,75.18423,0.0,78.8,0.468
30.82488,75.17814,22.1,38.7,0.021
30.82997,75.17923,24.0,282.8,0.003
30.81283,75.18135,18.9,40.5,0.013
30.82513,75.18922,26.2,260.7,0.025
30.81619,75.16875,36.6,138.8,0.022
30.81512,75.17248,28.0,26.4,0.008
30.82357,75.16827,34.9,292.6,0.001
30.82172,75.17162,39.6,208.7,0.02
30.80389,75.18386,23.3,84.9,0.028
30.82831,75.16084,26.5,322.1,0.008
30.82754,75.16471,45.4,16.3,0.007
30.8115,75.18262,39.6,72.7,0.01
30.81967,75.17976,14.6,270.7,0.021
30.82045,75.16869,31.1,255.4,0.027
30.81859,75.17844,28.0,104.1,0.003
30.8121,75.17433,34.6,22.3,0.0
30.81113,75.1836,22.0,308.9,0.038
30.8163,75.1722,21.3,112.9,0.013
30.82588,75.17981,22.6,70.5,0.018
30.82085,75.19274,23.4,185.8,0.008
30.81354,75.17638,34.5,327.7,0.02
30.82267,75.17199,18.6,15.7,0.025
30.79371,75.17738,23.0,275.7,0.018
30.82569,75.16868,13.7,206.1,0.032
30.85664,75.15524,85.0,153.2,0.874
30.8136,75.17304,38.2,267.9,0.012
30.70159,75.14825,0.0,347.7,0.904
30.80614,75.16491,25.6,82.5,0.02
30.82579,75.18038,31.6,51.7,0.017
30.81276,75.17854,39.8,328.6,0.002
30.81927,75.16762,31.3,240.8,0.018
30.81612,75.17621,22.4,157.7,0.011
30.82032,75.15953,15.0,206.4,0.009
30.81711,75.17308,19.1,268.4,0.015
30.73556,75.26695,110.0,278.3,0.594
30.82447,75.18526,22.8,331.2,0.004
30.81255,75.16543,29.6,153.7,0.011
30.80405,75.16137,23.6,105.6,0.032
30.81308,75.16444,19.5,230.3,0.021
30.82851,75.16091,18.6,149.7,0.014
30.8233,75.18229,40.5,214.1,0.008
30.81371,75.18399,35.1,151.2,0.014
30.81371,75.17416,41.8,55.1,0.008
30.81393,75.18137,32.3,169.0,0.022
30.83311,75.17267,24.6,248.7,0.024
30.81956,75.17084,38.6,287.7,0.021
30.81994,75.16894,27.7,177.6,0.017
30.82474,75.16912,29.8,59.5,0.028
30.81841,75.15922,27.7,149.3,0.012
30.81443,75.17371,4.4,283.1,0.026
30.81493,75.17128,40.8,148.6,0.011
30.81593,75.17756,31.9,250.8,0.006
30.8162,75.17235,30.6,182.6,0.005
30.82232,75.1703,27.5,86.8,0.004
30.7465,75.08507,110.0,286.6,0.766
30.82236,75.17218,23.2,30.3,0.008
30.81585,75.17751,32.9,189.0,0.005
30.81713,75.16245,17.5,75.2,0.022
30.80051,75.1723,29.5,24.1,0.018
30.82383,75.17346,32.5,181.1,0.025
30.81927,75.16586,26.4,179.8,0.02
30.82448,75.1669,31.0,254.5,0.007
30.79333,75.17344,20.1,268.1,0.016
30.83321,75.16253,20.3,262.0,0.016
30.81538,75.1744,29.9,147.4,0.006
30.82537,75.16444,33.4,227.4,0.004
30.82772,75.12625,110.0,207.7,0.835
30.8214,75.1903,32.2,151.8,0.035
30.80807,75.16471,23.7,215.0,0.011
30.79501,75.20507,95.0,341.0,0.638
30.83181,75.16579,17.3,69.4,0.01
30.81497,75.17993,21.2,326.1,0.024
30.81824,75.16148,35.7,19.2,0.024
30.82346,75.17544,28.3,111.0,0.025
30.82047,75.16462,24.9,103.7,0.019
30.8177,75.16994,27.1,225.5,0.029
30.81942,75.16335,31.9,47.2,0.019
30.83573,75.17818,31.5,317.6,0.032
30.81604,75.1649,27.4,298.3,0.001
30.81811,75.17602,36.7,234.7,0.018
30.82491,75.16885,35.8,165.0,0.018
30.82534,75.17068,31.3,335.9,0.006
30.826,75.17278,28.4,299.1,0.021
30.82161,75.16551,33.3,179.8,0.0
30.80736,75.17328,30.5,252.7,0.008
30.82957,75.18384,36.5,204.1,0.005
30.80733,75.16538,35.2,211.7,0.031
30.81892,75.18097,19.9,119.2,0.013
30.81047,75.18358,19.3,166.4,0.037
30.81599,75.16507,22.4,28.1,0.023
30.81913,75.15996,35.8,128.6,0.019
30.7904,75.14498,85.0,250.5,1.174
30.81988,75.16722,31.2,343.2,0.005
30.82941,75.18655,30.9,346.7,0.02
30.82013,75.17188,37.3,200.1,0.014
30.81455,75.16518,29.4,218.4,0.002
30.82421,75.16242,17.3,66.9,0.0
30.82602,75.18032,20.3,250.3,0.005
30.80668,75.16703,18.5,25.4,0.033
30.82128,75.17195,23.7,102.5,0.037
30.82211,75.17925,26.5,240.6,0.017
30.81412,75.16773,18.7,111.7,0.016
30.82751,75.17123,39.8,17.9,0.012
30.8153,75.17147,17.4,299.5,0.006
30.8175,75.17707,38.8,111.7,0.029
30.81512,75.17633,37.5,22.7,0.034
30.81662,75.16984,35.2,26.9,0.006
30.86813,75.18438,110.0,90.6,0.445
30.80498,75.16863,30.7,64.1,0.011
30.82926,75.15978,17.8,278.7,0.011
30.80972,75.17366,35.3,115.8,0.027
30.80857,75.18674,27.4,289.7,0.002
30.79927,75.16453,24.7,62.6,0.02
30.81139,75.16542,18.2,177.4,0.022
30.80592,75.16463,8.2,247.7,0.014
30.82964,75.1774,19.7,234.7,0.024
30.82458,75.17519,36.9,216.4,0.016
30.81099,75.17033,24.8,332.9,0.027
30.83452,75.16426,26.6,82.3,0.0
30.82435,75.17234,33.2,177.7,0.012
30.8139,75.15908,42.4,318.2,0.014
30.7965,75.17275,38.6,28.0,0.012
30.83483,75.17857,20.2,20.1,0.004
30.80538,75.16159,12.5,84.0,0.007
30.80334,75.15934,46.9,227.9,0.024
30.82468,75.18424,46.2,93.6,0.008
30.83602,75.16671,29.5,68.5,0.007
30.82757,75.18069,17.8,165.2,0.023
30.82101,75.17037,35.7,220.9,0.001
30.82126,75.1703,27.1,89.5,0.006
30.82333,75.17511,27.1,108.2,0.011
30.96273,75.3217,95.0,220.9,0.405
30.81875,75.17266,30.7,340.5,0.001
30.81733,75.16855,18.5,242.9,0.021
30.816,75.16104,25.4,281.8,0.024
30.81047,75.1743,33.3,132.1,0.023
30.84362,75.24702,0.0,98.0,0.797
30.80296,75.17034,30.1,163.5,0.027
30.81571,75.16192,35.5,290.6,0.006
30.80859,75.18433,25.1,164.3,0.02
30.80767,75.17861,29.4,304.8,0.01
30.81794,75.17931,1.0,356.0,0.008
30.82764,75.16916,24.4,25.9,0.021
30.82385,75.15777,34.1,16.3,0.002
30.80394,75.18722,24.9,53.9,0.003
30.80858,75.17111,24.3,138.4,0.021
30.82403,75.16561,19.7,47.2,0.02
30.80864,75.17493,36.0,313.4,0.016
30.8147,75.18094,32.4,8.3,0.006
30.8209,75.17142,34.6,113.7,0.022
30.80875,75.18183,14.2,66.5,0.022
30.81734,75.18026,26.7,335.4,0.016
30.80583,75.16299,25.8,241.0,0.003
30.81169,75.16621,25.8,328.3,0.011
30.81906,75.17926,23.1,350.0,0.023
30.80376,75.1499,25.2,179.0,0.028
30.82002,75.1704,34.8,84.4,0.012
30.63748,75.14371,85.0,69.7,0.78
30.82092,75.16779,42.2,80.3,0.013
30.81829,75.16921,31.9,255.1,0.018
30.82741,75.16873,27.7,14.6,0.009
30.8175,75.16718,35.3,18.5,0.014
30.81306,75.16282,16.4,218.9,0.027
30.81748,75.18994,22.7,231.1,0.033
30.82085,75.18654,27.0,239.5,0.009
30.81689,75.1623,38.9,133.9,0.004
30.81682,75.18426,27.6,290.1,0.014
30.81088,75.1684,31.6,192.1,0.013
30.8112,75.17263,23.3,38.0,0.025
30.80528,75.17109,31.9,287.0,0.016
30.8305,75.16632,41.4,343.1,0.007
30.80655,75.17947,36.0,21.6,0.002
30.81096,75.17261,27.3,140.9,0.024
30.81075,75.16779,33.4,175.5,0.021
30.82366,75.16116,32.6,52.7,0.026
30.81414,75.16445,32.1,312.4,0.005
30.82648,75.15847,36.9,102.3,0.033
30.81111,75.1717,36.8,281.9,0.002
30.81873,75.16203,27.0,241.6,0.022
30.80982,75.16948,33.1,215.3,0.004
30.83366,75.18256,24.9,69.2,0.007
30.807,75.18119,20.6,79.5,0.031
30.81898,75.17134,25.8,17.0,0.023
30.82157,75.1709,27.4,86.7,0.01
30.81981,75.18664,14.7,124.4,0.01
30.81502,75.17577,34.9,299.9,0.016
30.81546,75.16898,5.9,131.9,0.02
30.81685,75.16019,49.7,271.7,0.028
30.81532,75.17475,40.0,158.2,0.01
30.82421,75.17823,25.9,282.6,0.001
30.83418,75.16655,28.1,351.5,0.017
30.81204,75.17393,30.4,86.3,0.01
30.80554,75.16869,23.3,310.4,0.002
30.81579,75.17013,29.5,223.9,0.018
30.83714,75.1517,26.8,294.2,0.013
30.81007,75.16983,27.2,234.6,0.018
30.82961,75.17935,29.5,152.6,0.006
30.82992,75.16655,17.5,82.1,0.02
30.81207,75.17202,28.3,25.2,0.002
30.82105,75.16555,29.3,192.8,0.007
30.82953,75.17448,29.0,356.5,0.013
30.81347,75.16987,26.3,265.7,0.032
30.81487,75.16409,37.1,117.8,0.023
30.81185,75.18226,25.2,297.8,0.026
30.80838,75.17903,29.8,276.8,0.029
30.81131,75.16676,38.4,101.4,0.051
30.80671,75.17558,27.4,5.2,0.015
30.81677,75.1759,29.7,42.5,0.029
30.81034,75.17674,27.2,315.8,0.025
30.81837,75.15805,37.9,301.2,0.025
30.80405,75.17965,25.9,106.3,0.033
30.81915,75.16704,38.3,102.7,0.011
30.82317,75.16874,27.2,285.4,0.01
30.80055,75.1927,21.1,337.6,0.018
30.81949,75.17401,33.4,280.5,0.013
30.82632,75.16851,25.6,218.0,0.018
30.80682,75.15396,33.0,87.4,0.031
30.82988,75.18272,6.2,189.3,0.01
30.81985,75.16084,28.0,84.1,0.012
30.81086,75.16357,24.3,290.9,0.017
30.81605,75.16895,19.5,139.3,0.013
30.82097,75.18293,23.6,300.1,0.004
30.81711,75.17779,23.4,137.4,0.009
30.82081,75.17034,27.6,296.7,0.022
30.80913,75.17407,17.1,120.0,0.029
30.81785,75.1668,30.5,158.4,0.003
30.80519,75.17272,38.9,221.6,0.003
30.81561,75.17219,30.2,25.3,0.015
30.80927,75.17935,34.5,341.4,0.006
30.81062,75.17934,36.8,206.5,0.011
30.82639,75.17555,37.9,182.8,0.002
