segment_id,hour_of_day,day_of_week,weather,cumulative_delay,actual_travel_time
14,20,0,1,1.1,21.85
5,7,0,0,4.4,10.11
18,19,0,0,6.3,39.62
5,10,4,1,7.3,17.3
3,15,3,0,1.4,5.33
5,8,3,1,1.4,13.19
17,8,0,0,1.6,30.42
19,13,6,0,1.4,24.85
19,9,1,1,3.3,45.39
12,9,6,2,1.3,31.75
9,8,1,0,0.1,15.06
1,16,3,1,1.7,2.22
18,6,6,1,0.8,29.28
4,13,3,0,0.1,5.28
10,20,2,0,1.9,14.19
7,6,3,0,0.7,9.75
1,12,6,0,1.8,4.28
17,10,0,0,1.0,31.29
2,9,5,0,2.8,7.12
11,9,4,0,14.1,32.95
9,13,3,1,2.4,16.28
7,16,3,0,3.1,11.72
17,16,0,0,7.6,27.78
17,18,2,0,1.4,31.66
2,19,5,1,0.5,7.37
6,11,3,1,1.0,10.62
14,21,1,0,1.5,19.27
6,19,1,2,3.1,17.53
2,17,1,1,0.0,3.81
1,6,4,1,5.8,7.95
10,19,4,1,0.2,21.17
5,15,5,0,6.9,13.7
2,13,3,0,9.0,12.07
16,18,3,0,13.8,40.2
2,19,3,0,5.0,7.6
10,7,4,0,0.5,13.14
2,11,5,1,3.7,7.05
16,14,3,0,0.7,19.05
16,6,0,2,6.8,33.73
19,11,2,0,1.1,23.86
7,21,6,0,1.2,9.28
12,13,1,0,7.5,21.76
15,15,1,0,0.0,17.3
8,18,0,2,0.6,19.26
6,7,3,1,1.6,12.49
10,10,5,0,3.6,20.08
3,11,5,2,3.1,8.74
19,10,4,1,3.3,43.14
17,8,3,0,6.4,35.67
7,9,5,0,0.4,13.64
4,12,3,0,2.2,6.04
14,9,1,0,3.9,29.34
15,14,6,1,3.0,25.13
8,16,6,0,1.8,9.36
15,17,6,0,0.1,25.38
14,19,1,0,0.2,24.18
9,18,4,2,0.4,20.48
8,18,6,1,1.3,18.85
17,15,1,0,0.4,20.08
2,7,3,0,1.7,5.11
3,21,6,0,0.6,4.27
8,10,0,1,4.5,20.43
12,13,4,0,6.2,20.14
1,19,0,1,1.5,4.39
10,10,3,2,2.1,28.09
3,15,4,0,9.2,12.26
6,17,0,0,2.3,12.59
7,13,4,0,15.9,25.39
18,13,3,0,0.5,21.8
11,14,5,0,5.9,19.1
19,15,6,0,2.1,24.68
5,11,4,0,0.1,6.82
19,21,6,0,10.8,33.18
11,17,6,1,10.1,33.51
12,9,5,0,1.4,23.69
10,17,3,0,9.2,25.46
8,16,4,1,0.5,12.21
9,8,4,0,3.4,19.1
4,20,5,1,0.6,6.45
5,17,1,1,0.8,11.03
8,21,5,0,4.5,14.18
9,19,5,0,1.4,17.61
15,10,5,0,0.0,27.04
15,11,3,0,1.6,19.78
16,8,2,0,0.8,30.59
14,7,5,2,3.4,28.51
8,21,4,0,0.6,9.59
18,12,0,0,5.5,27.25
10,16,1,2,0.9,17.38
6,10,5,1,1.5,14.86
12,14,5,0,1.1,15.77
2,20,1,0,3.1,4.76
7,8,5,0,0.3,13.77
16,19,4,2,2.0,42.98
3,20,2,0,1.2,4.69
13,13,5,1,6.5,26.53
3,11,1,0,0.2,3.75
18,9,5,1,5.3,44.5
11,17,3,0,0.6,18.35
8,17,4,2,0.3,18.62
6,20,4,2,0.7,10.24
1,14,2,0,0.3,1.0
1,10,3,1,2.2,3.41
8,21,3,1,13.3,28.35
5,20,2,2,0.1,8.09
16,15,6,0,1.9,21.19
11,21,6,0,1.5,14.31
5,11,0,1,1.2,8.17
4,19,6,1,1.2,8.89
6,20,5,0,6.8,14.08
14,20,3,1,0.1,21.81
19,18,0,0,4.5,36.4
9,14,0,1,0.9,15.07
12,12,4,0,1.5,14.95
11,17,5,0,1.6,20.39
14,10,4,0,1.1,25.69
16,7,1,0,0.3,18.28
1,9,6,0,0.4,3.1
13,7,4,0,1.1,17.67
13,8,3,0,5.2,27.38
2,15,3,0,0.4,2.23
4,17,5,1,4.1,11.71
6,8,0,0,1.0,8.91
5,9,3,0,6.4,15.84
3,11,6,0,1.7,5.52
1,17,4,2,0.6,2.7
4,8,6,1,12.8,21.39
2,15,4,0,0.6,2.39
5,19,5,1,2.5,12.81
3,6,6,2,2.5,6.49
9,6,4,0,1.4,12.99
6,21,6,2,9.1,18.71
18,14,2,0,5.6,27.4
6,14,5,0,5.3,11.62
19,10,5,0,11.0,42.88
12,14,3,0,1.8,17.86
11,16,5,0,0.3,12.78
2,12,1,0,4.4,8.19
15,14,3,0,1.4,19.85
12,17,3,0,0.6,20.97
12,12,6,0,2.0,17.05
9,14,2,0,7.8,18.55
2,20,3,0,0.6,2.56
3,7,0,2,5.7,10.66
12,16,4,0,1.6,16.4
16,16,4,0,0.4,19.22
1,13,5,0,5.7,6.23
3,12,6,0,10.5,13.47
2,21,2,0,1.0,3.46
9,11,4,0,1.1,10.91
19,10,0,1,1.5,42.16
15,9,2,0,5.0,31.04
18,12,1,0,0.0,21.23
11,8,4,0,0.8,20.53
16,13,3,1,3.7,27.49
17,7,0,1,1.6,27.61
5,6,6,0,1.2,8.25
12,16,6,0,6.2,20.62
11,7,0,2,7.5,25.47
15,14,4,0,8.9,28.19
3,10,5,0,1.0,5.94
1,16,1,0,7.3,8.78
16,13,3,0,4.0,22.35
2,8,1,2,0.5,5.75
2,12,1,2,2.8,7.52
3,20,4,1,0.1,4.23
8,7,3,0,3.7,12.79
15,13,4,0,4.0,21.64
7,19,4,0,4.7,15.88
6,12,5,2,0.6,10.15
9,17,0,1,3.0,23.34
1,10,6,0,0.6,2.65
8,17,5,0,8.8,21.99
3,16,6,0,3.4,6.92
4,9,5,2,0.3,11.66
15,6,4,0,0.6,19.44
6,10,5,0,3.3,13.38
15,17,6,0,1.9,27.45
3,14,5,0,4.0,7.26
14,15,2,2,1.0,25.03
14,9,3,2,3.2,36.08
4,18,0,2,0.6,9.78
12,14,6,1,2.4,20.12
17,17,3,0,9.5,39.49
7,7,0,0,3.0,11.27
9,9,2,0,0.2,15.28
3,14,4,1,13.5,18.02
13,9,6,0,0.5,20.73
15,10,0,0,3.8,30.42
18,16,0,0,2.3,23.34
19,13,0,0,1.0,24.73
1,21,2,1,0.6,1.88
6,6,3,2,0.6,10.26
2,6,2,0,5.9,8.74
14,14,0,0,6.2,22.62
6,14,5,2,1.9,12.19
14,9,0,1,0.3,30.05
4,18,5,0,6.5,13.63
8,21,4,0,2.0,12.32
3,7,2,0,1.7,4.98
19,21,5,0,1.6,24.58
14,18,2,1,1.4,30.08
17,14,1,0,2.2,23.24
8,19,3,0,2.8,16.36
14,9,1,0,1.9,26.14
6,11,5,0,6.8,13.93
16,17,1,0,1.1,29.11
19,6,6,0,2.6,25.03
14,17,3,0,1.1,25.26
19,14,5,0,4.2,27.69
3,10,4,0,0.3,6.45
10,20,4,0,0.6,12.32
19,8,3,0,4.8,38.23
9,9,3,0,0.6,15.24
13,6,5,0,2.9,19.81
7,19,2,0,10.5,22.81
14,14,6,2,2.2,26.23
9,19,5,2,0.6,23.88
19,13,2,0,1.2,25.17
15,9,2,1,5.2,36.81
14,7,2,0,1.3,18.76
6,19,5,0,3.9,13.75
4,14,0,0,4.5,7.96
8,9,0,0,2.1,16.03
17,14,4,0,4.6,23.94
9,15,0,0,1.1,11.96
1,8,0,1,2.2,3.83
14,12,2,0,3.5,19.68
11,12,2,0,0.6,14.45
3,15,3,0,1.0,3.45
9,18,2,0,3.2,18.28
14,9,5,2,3.2,39.05
9,7,3,1,2.0,16.08
4,16,6,2,4.8,12.57
4,14,3,0,2.0,6.14
8,9,0,0,6.4,21.4
2,13,2,0,4.0,7.14
9,19,0,0,1.1,15.83
14,7,2,0,1.5,18.46
9,13,0,1,3.3,18.16
16,21,6,0,6.7,26.74
17,16,0,0,0.6,20.74
16,21,0,1,2.2,27.1
12,15,5,1,0.4,18.35
3,10,6,0,1.0,6.42
11,12,4,0,3.5,16.83
14,12,6,0,0.2,15.96
18,17,0,0,3.3,33.58
5,14,1,0,6.9,11.97
16,8,1,0,10.5,39.04
5,15,1,0,0.7,6.89
3,9,5,0,4.1,9.43
12,15,3,1,7.8,26.84
1,9,0,1,0.3,3.49
9,20,6,0,1.6,11.38
9,21,1,1,7.6,21.46
4,18,5,0,0.7,7.6
3,15,3,0,8.1,11.35
17,10,1,0,2.2,31.68
2,19,2,0,0.3,3.35
1,11,4,0,1.8,2.26
8,21,0,2,1.2,15.29
13,20,4,0,1.0,18.69
15,8,4,2,2.3,41.14
8,18,2,0,2.0,14.5
12,9,2,0,2.0,22.55
12,8,2,0,0.3,21.25
14,7,3,0,4.9,21.24
15,15,1,0,2.0,19.91
15,17,6,0,5.2,31.55
9,14,0,0,5.2,16.01
19,21,2,0,1.1,23.2
8,6,5,0,0.0,10.75
19,21,0,0,7.3,31.4
6,7,6,0,4.3,11.44
19,13,0,1,0.3,29.05
4,20,0,2,3.6,9.66
7,12,2,0,0.1,8.49
4,17,2,0,0.1,7.83
12,6,1,0,2.2,15.66
13,10,6,2,0.3,32.11
3,15,2,0,10.0,14.2
12,11,2,0,6.7,21.36
2,10,0,0,3.1,5.45
2,9,1,0,0.2,2.78
9,19,4,1,1.2,22.59
1,18,2,1,1.4,3.71
8,6,5,0,2.0,12.29
6,21,2,2,0.6,10.26
6,12,4,0,2.6,9.93
18,14,0,2,1.7,33.19
17,11,6,1,8.8,34.83
12,21,1,0,8.3,23.25
6,21,0,1,2.5,12.95
8,21,6,0,3.1,13.54
19,8,3,0,0.4,32.31
10,20,2,0,0.8,12.87
1,15,6,0,6.9,8.02
13,19,5,0,3.6,27.28
17,9,6,0,0.6,29.32
3,15,3,1,2.5,6.57
8,10,2,0,8.2,22.07
14,20,3,0,1.3,17.85
3,17,4,0,0.6,5.5
16,17,2,0,8.5,36.49
13,6,5,0,1.9,17.75
17,10,2,0,1.6,32.47
13,6,3,1,0.9,19.42
6,14,1,0,6.7,13.63
17,21,3,0,5.6,26.18
14,12,2,1,1.5,23.1
17,8,2,0,0.1,28.54
8,14,6,0,1.8,11.92
11,7,1,0,0.6,13.72
1,17,0,1,0.5,1.0
7,12,1,2,1.5,11.56
17,14,0,1,0.3,25.92
10,11,5,0,9.5,22.85
11,15,2,0,0.1,12.86
9,10,6,1,1.5,20.08
9,17,4,0,0.5,16.08
5,12,4,0,3.5,9.06
17,19,3,1,0.2,35.64
9,20,1,0,2.4,13.02
17,20,1,0,4.4,24.64
19,11,4,2,9.0,41.1
7,10,0,0,3.6,15.92
9,19,1,0,0.3,17.11
7,7,0,1,0.3,9.64
13,13,0,1,3.9,22.37
11,20,0,0,0.7,13.92
14,18,0,0,1.8,26.15
19,12,6,1,11.3,39.61
11,11,3,0,5.1,19.44
13,10,3,0,5.6,29.39
14,10,6,0,5.9,30.77
13,14,4,1,2.9,22.57
1,6,3,1,4.1,6.15
8,21,5,0,1.3,9.92
12,14,6,1,19.4,37.72
19,11,1,1,1.0,28.92
12,9,5,0,2.7,24.66
8,15,6,0,1.0,10.71
8,19,3,0,0.4,15.92
13,12,1,2,2.5,25.1
12,14,1,0,1.3,16.28
16,10,0,0,2.6,30.84
1,19,4,0,2.5,4.97
13,10,0,0,2.3,25.11
7,13,6,1,0.4,11.54
5,12,0,0,1.7,6.83
8,18,5,2,5.0,23.89
14,18,3,0,1.1,26.57
13,13,5,0,1.8,17.53
15,16,3,2,2.0,27.81
17,17,5,0,6.0,36.38
15,15,1,0,3.2,20.85
18,7,3,2,0.3,32.52
18,14,3,0,6.0,27.76
2,8,5,0,5.4,9.73
4,11,2,0,4.2,9.3
1,21,1,0,1.9,4.75
4,11,6,1,4.3,9.42
18,7,1,2,2.0,31.67
5,17,6,0,4.0,10.73
19,18,2,1,6.4,46.64
15,12,5,2,6.6,31.93
8,14,5,0,1.8,10.23
17,17,1,0,5.9,36.17
1,15,5,0,0.3,3.48
12,16,4,2,0.3,21.47
19,6,4,2,2.4,35.17
15,13,6,0,3.2,21.54
9,7,2,1,0.5,13.34
7,19,3,0,1.9,13.81
2,6,4,0,0.3,1.83
9,13,6,2,2.8,17.51
10,7,5,0,5.8,18.66
2,11,2,0,4.0,5.99
19,20,6,0,1.4,24.57
11,11,6,0,15.2,27.6
13,10,4,0,3.3,26.0
10,21,0,0,5.1,17.44
14,13,2,2,3.3,26.9
18,8,1,2,13.6,59.06
19,21,6,0,5.2,27.97
9,18,4,0,2.2,16.68
7,15,1,1,1.4,13.5
3,20,2,0,3.4,8.25
6,9,4,0,2.7,12.71
2,12,1,0,3.0,6.09
6,20,3,0,1.3,7.48
3,21,6,0,1.7,5.3
16,12,3,0,2.4,21.41
8,21,0,0,5.5,15.6
2,18,5,1,4.3,9.65
17,17,2,1,0.4,37.25
9,19,5,0,0.8,16.04
12,13,5,1,0.1,17.6
3,7,1,0,0.0,2.24
11,16,0,0,0.8,14.07
1,17,2,1,4.8,7.1
13,7,3,0,7.1,22.89
15,21,5,0,1.5,18.61
5,9,1,0,2.5,13.09
17,21,5,2,3.7,32.09
6,18,4,0,9.2,19.9
11,15,3,1,7.3,24.46
18,18,5,2,0.2,44.28
4,14,4,1,0.9,6.46
3,15,4,0,0.2,4.65
13,17,1,0,2.9,24.31
9,14,1,0,3.7,15.05
6,18,4,0,1.1,10.59
12,18,0,1,5.8,30.24
2,9,5,0,1.8,5.26
3,14,4,2,19.3,23.84
3,20,4,0,0.0,4.7
12,19,1,1,0.3,26.2
15,8,5,0,1.1,28.08
9,17,2,0,0.1,15.04
8,10,3,1,4.6,20.57
11,15,1,0,0.2,13.2
16,14,5,0,4.1,22.34
4,21,5,0,0.2,5.06
1,11,6,0,0.9,2.98
7,8,0,1,5.5,19.83
2,15,3,2,9.1,12.72
5,14,1,0,1.6,7.98
7,11,1,0,10.5,17.86
4,9,2,0,3.0,9.15
5,21,6,2,1.6,11.77
1,19,6,2,4.9,6.59
1,9,0,1,1.1,4.34
15,21,6,0,0.9,18.89
19,13,0,0,3.2,26.91
10,12,5,0,1.5,12.96
18,6,5,0,0.4,22.01
3,21,1,1,0.2,4.24
11,11,2,0,4.7,18.65
15,13,1,1,3.4,27.55
11,8,6,0,1.6,20.78
17,19,4,1,6.8,41.84
17,14,5,0,1.6,21.66
6,15,4,0,3.7,10.01
5,7,6,0,7.2,13.02
8,19,2,1,5.5,24.68
2,11,1,0,2.1,5.08
16,17,5,1,3.4,37.91
12,6,2,0,1.6,15.3
6,17,1,0,3.1,13.53
1,16,1,2,0.9,2.6
4,20,4,0,1.7,6.59
17,7,3,0,0.7,20.11
13,21,6,0,0.1,16.82
18,21,0,2,2.7,33.85
5,18,5,0,6.0,15.9
3,10,0,0,0.1,4.23
11,6,2,0,0.7,13.74
13,13,0,0,1.8,16.82
4,6,4,0,3.3,7.33
14,18,3,0,0.6,23.71
11,14,5,1,0.2,16.67
10,15,6,0,2.2,14.14
19,16,1,1,5.1,34.29
18,8,1,1,0.1,38.21
6,21,6,2,1.3,11.59
15,17,4,0,3.3,27.88
10,7,5,0,0.4,12.75
5,20,0,1,0.8,9.93
5,6,6,0,2.3,7.53
10,14,1,0,9.2,22.76
5,21,0,1,1.0,8.29
3,20,4,0,2.0,6.04
6,9,1,0,1.5,12.73
4,17,2,0,6.8,15.87
18,6,3,1,0.2,27.09
9,6,0,0,2.5,13.7
17,12,6,1,5.6,33.08
13,21,5,0,13.3,27.63
15,7,0,0,3.6,20.99
17,12,0,0,1.4,21.51
13,17,0,0,1.6,23.05
16,20,6,0,1.3,19.59
4,12,4,0,2.8,9.21
5,20,4,2,4.0,12.63
5,15,5,0,5.1,11.14
9,19,4,0,1.6,17.92
17,14,6,0,3.8,24.81
13,18,5,1,7.4,35.22
2,21,5,0,7.6,10.37
13,12,4,0,3.7,19.13
19,21,1,1,3.0,31.52
3,18,4,0,2.3,8.04
10,19,1,0,0.6,18.76
2,6,2,0,0.4,3.22
13,17,4,1,2.0,29.39
19,18,2,0,0.5,33.41
17,21,4,0,2.6,22.35
14,13,2,1,3.1,23.44
12,13,3,0,2.2,16.48
12,9,2,1,0.1,27.55
11,18,1,0,0.2,18.36
7,13,0,0,0.4,7.76
4,9,5,0,0.5,5.47
19,20,2,0,13.8,36.18
1,13,0,0,1.3,2.49
3,10,6,0,1.0,5.25
13,9,3,0,0.2,22.24
15,11,3,2,3.0,28.5
2,7,6,0,3.2,5.51
11,17,6,1,0.6,23.71
4,7,6,2,7.5,14.88
19,7,1,2,4.8,39.25
17,14,6,1,0.8,26.81
3,20,1,0,2.0,5.4
18,19,2,2,1.8,45.76
8,15,4,1,1.3,14.57
19,8,6,1,5.1,45.38
5,20,6,0,0.3,6.62
7,15,3,2,1.6,13.37
8,9,0,1,1.7,17.43
5,15,4,1,1.9,7.96
17,17,3,0,5.9,36.83
5,13,2,0,0.7,7.67
4,9,6,2,0.3,9.02
19,16,3,0,2.9,25.69
2,15,1,0,0.6,1.9
11,15,0,1,0.2,15.94
13,18,0,0,1.7,24.11
15,12,1,0,0.7,18.99
12,10,6,0,1.3,23.74
11,14,6,0,0.9,12.81
7,9,4,0,0.3,13.52
5,8,1,0,2.5,10.25
17,18,6,0,0.1,29.99
9,7,0,0,10.2,20.68
14,6,6,2,1.3,23.34
12,16,2,0,3.6,18.85
6,11,6,0,5.0,11.42
17,15,4,0,1.0,21.97
19,7,5,1,4.1,33.1
19,13,3,2,5.4,36.74
16,11,5,0,0.8,17.94
12,17,2,0,14.7,35.53
12,17,5,0,0.1,19.98
6,10,6,1,0.7,14.82
4,18,4,0,4.5,11.54
6,7,0,0,0.6,7.89
11,12,0,1,3.6,20.64
1,7,2,2,5.8,7.33
15,18,5,0,9.6,36.43
11,19,4,2,1.9,26.88
19,10,3,0,10.6,42.93
18,7,6,1,1.6,26.99
17,16,5,0,0.7,20.24
19,15,5,0,2.2,24.95
14,16,3,0,3.1,20.18
18,16,1,0,1.8,24.03
19,7,6,0,2.5,25.35
15,20,2,0,1.6,19.13
15,12,6,0,2.2,20.81
4,14,4,0,9.1,13.46
7,10,2,2,2.1,19.94
13,12,3,0,0.9,17.02
3,9,4,0,4.3,7.66
16,7,0,0,1.2,20.86
9,8,0,0,5.1,21.14
8,7,6,0,0.2,9.63
13,10,4,0,1.2,23.14
17,11,2,0,0.3,21.0
17,20,2,0,0.3,20.48
17,20,0,1,3.2,27.95
1,12,0,0,1.5,2.21
8,8,3,0,6.2,21.42
19,9,4,0,2.2,33.84
6,13,2,1,1.1,10.8
3,9,3,0,3.8,7.33
5,12,2,2,2.9,10.7
13,17,0,0,4.8,25.72
15,11,4,0,3.1,20.96
14,12,1,1,0.5,21.81
16,6,4,1,3.3,28.53
18,8,5,0,1.5,33.18
11,11,1,0,1.9,16.07
3,21,6,0,7.6,11.29
10,8,6,2,1.3,26.38
10,21,3,0,2.8,15.58
16,20,1,0,1.4,20.06
12,19,1,0,0.3,21.72
2,20,3,0,1.8,6.42
9,21,4,0,2.7,15.33
3,21,3,0,1.6,5.57
15,19,5,0,1.5,28.36
3,12,0,0,5.2,9.2
19,14,6,0,0.1,23.55
18,8,0,0,1.1,31.72
8,19,6,0,5.0,19.36
17,6,1,0,7.6,27.72
8,15,3,0,1.6,10.34
7,20,3,0,6.6,15.69
7,18,3,1,0.7,15.08
3,11,5,0,0.8,3.15
1,17,5,0,5.6,6.35
4,6,4,0,7.0,13.12
5,6,2,0,0.8,6.55
1,19,6,0,0.2,2.31
15,13,2,0,0.3,18.29
5,14,2,0,0.9,6.23
13,7,6,0,4.3,20.24
8,14,4,0,2.1,11.83
8,10,3,1,1.8,18.09
5,18,2,1,2.6,13.05
9,13,3,2,6.6,21.64
1,12,1,0,0.3,2.21
4,12,2,1,3.6,8.7
3,21,1,1,7.8,12.32
2,9,4,2,0.7,5.38
8,7,0,0,5.5,16.2
9,10,5,1,3.6,21.35
2,21,6,0,0.0,1.0
14,19,4,0,0.8,27.05
14,16,4,0,2.8,19.7
4,16,4,1,2.1,8.97
6,8,2,1,2.3,15.75
11,20,1,0,0.8,14.11
3,19,5,0,3.4,8.7
8,14,2,0,0.9,11.03
3,11,0,0,1.5,5.31
14,6,6,0,1.4,17.86
13,8,6,0,3.3,26.58
13,17,5,1,0.3,28.9
2,9,6,0,0.7,3.84
13,21,6,0,0.7,16.14
19,14,4,1,0.3,29.51
6,16,3,2,0.7,11.33
16,11,0,1,2.8,26.56
2,9,1,0,4.0,6.17
8,6,0,1,3.2,14.6
17,13,2,0,1.9,22.63
2,19,6,2,0.2,5.0
10,16,3,1,9.6,24.4
16,7,2,1,0.6,23.23
6,16,5,0,3.3,10.58
2,20,4,0,7.3,9.85
2,16,6,1,3.6,6.14
13,13,4,1,0.7,21.24
15,11,0,0,1.1,20.11
2,13,4,2,0.1,2.53
7,11,4,0,2.8,11.36
3,10,5,0,2.8,6.71
8,10,1,0,3.9,19.26
14,19,1,0,0.0,24.84
7,19,2,0,5.1,17.77
7,15,6,1,4.0,14.83
1,15,2,0,0.5,1.31
17,16,1,0,1.3,22.17
9,13,0,1,3.1,16.08
13,12,1,1,2.1,21.0
19,13,2,0,0.4,23.75
19,17,3,0,0.3,34.06
17,13,6,0,4.6,24.67
10,12,4,1,0.5,15.84
10,7,5,0,0.6,12.44
4,16,3,0,5.3,9.76
8,20,3,1,2.8,14.66
18,21,4,0,2.8,24.66
14,14,1,0,2.0,18.91
18,18,6,2,2.5,46.08
14,12,0,0,2.8,19.84
15,17,3,0,10.3,35.97
4,16,0,2,0.8,7.9
13,20,5,2,0.7,22.21
8,11,5,0,0.2,9.35
18,21,5,0,3.2,24.67
12,14,2,2,2.4,21.18
14,18,3,0,0.4,23.91
2,6,5,0,1.4,2.73
18,16,2,0,0.6,22.66
2,21,5,0,1.2,4.46
11,7,1,1,9.1,25.76
9,18,3,0,3.4,18.94
12,21,2,1,0.0,17.26
17,6,5,1,0.9,27.39
15,15,6,1,0.0,22.47
17,17,2,1,3.8,39.6
18,8,5,1,1.9,40.7
6,16,1,0,15.4,22.31
17,10,0,0,4.0,34.03
18,6,5,1,2.2,29.36
8,9,0,0,4.9,17.35
9,19,3,0,3.7,19.31
6,18,1,0,0.8,10.53
5,13,6,0,2.3,6.81
12,11,3,1,2.4,20.75
11,18,6,1,1.8,23.0
1,6,0,0,0.6,1.74
11,17,1,1,0.8,24.78
19,6,4,0,1.0,24.03
9,8,1,1,0.0,19.63
2,19,1,0,7.5,11.4
12,15,6,1,3.5,22.62
4,20,4,0,3.5,7.24
4,13,2,0,2.5,6.41
18,16,2,1,3.5,31.06
15,16,2,0,12.0,30.01
19,19,0,2,1.5,46.91
13,13,1,0,3.7,19.53
19,18,5,0,1.3,35.28
17,8,4,0,5.8,34.6
6,12,5,0,5.9,13.02
16,17,0,0,7.0,35.17
12,8,4,2,0.0,29.36
19,9,5,0,1.1,34.49
5,14,6,1,0.4,8.47
17,21,0,0,1.8,21.91
1,18,0,0,2.1,2.29
10,9,0,0,0.9,18.14
15,8,4,0,3.9,28.05
11,10,5,2,0.9,27.55
13,12,5,0,5.8,21.01
5,10,3,0,0.6,9.69
1,9,0,0,1.4,3.14
12,13,2,0,2.9,16.79
11,9,1,0,2.8,20.99
17,7,6,0,0.2,21.08
4,15,6,0,5.6,10.51
15,18,3,2,2.7,40.36
9,19,3,1,6.1,25.75
19,21,4,0,6.1,28.91
19,11,3,0,2.4,24.9
12,7,5,1,7.2,23.89
5,8,4,2,5.7,19.12
10,6,4,2,9.5,27.44
17,10,6,1,5.7,42.64
5,14,6,0,5.2,11.02
16,7,2,2,1.9,29.61
7,17,0,1,0.7,13.59
9,12,3,0,7.2,18.05
3,10,0,0,3.8,8.06
15,7,0,0,1.0,18.35
16,13,0,0,1.3,19.61
18,16,4,0,3.5,24.53
14,20,0,0,1.9,18.37
3,18,3,0,0.3,6.83
12,18,4,0,0.5,21.16
9,21,3,0,4.1,14.78
7,11,4,1,1.2,11.26
9,9,1,0,2.1,19.58
13,18,1,2,4.4,35.32
18,9,1,1,4.2,42.68
5,7,1,2,0.5,8.93
13,8,4,1,0.3,28.31
4,20,0,0,2.7,7.95
2,12,2,0,4.1,6.24
16,8,6,0,0.5,27.37
9,18,5,2,1.4,22.97
9,10,2,0,6.1,22.06
6,15,1,0,8.7,17.18
11,11,0,1,1.8,19.37
1,11,3,2,0.2,2.33
4,19,0,1,0.9,8.63
13,9,3,0,0.8,24.18
13,11,2,0,0.8,15.52
13,8,0,0,2.0,24.24
2,12,0,0,2.6,4.16
9,12,5,1,0.4,14.7
8,9,2,0,6.6,19.66
7,7,0,0,2.9,11.04
4,16,3,2,2.7,9.3
18,12,6,0,13.1,33.88
3,8,0,1,3.0,9.66
6,20,3,1,7.9,17.08
12,6,1,1,1.0,18.5
12,7,0,0,0.8,15.68
8,15,3,0,2.2,11.57
1,21,6,1,2.1,3.94
4,14,2,1,0.8,7.0
11,17,1,0,3.6,22.68
3,20,0,0,0.1,2.52
13,13,5,0,3.5,18.96
17,20,3,2,1.8,31.74
10,20,6,0,3.5,14.87
12,19,5,0,1.9,22.88
15,11,0,0,11.4,30.18
10,19,3,0,1.2,18.4
14,11,0,2,12.1,36.41
13,19,1,0,0.2,22.28
5,6,6,0,3.5,8.72
6,7,6,0,1.8,9.22
2,9,1,0,5.2,7.51
17,8,0,0,4.7,35.36
4,19,0,0,4.8,11.61
14,6,4,0,0.3,17.51
10,21,0,1,5.2,21.25
3,13,6,0,0.7,5.11
3,12,0,2,0.1,3.83
15,9,5,0,0.7,27.67
6,21,5,0,2.0,9.41
17,17,1,0,4.1,34.34
12,17,5,0,0.7,22.21
11,14,0,0,0.4,13.92
4,16,2,0,3.1,8.64
6,19,0,0,12.4,24.11
1,9,6,0,2.8,5.01
16,6,4,0,3.5,22.3
15,20,3,0,2.5,19.74
17,15,6,0,4.6,26.05
8,20,1,1,11.2,23.62
12,6,5,0,2.4,16.49
10,6,2,1,1.6,17.26
15,6,6,0,5.9,24.25
9,9,3,2,10.5,31.85
2,6,2,0,0.4,1.84
5,7,1,2,2.6,10.72
6,9,5,0,4.7,15.24
7,12,4,0,2.3,10.96
1,7,6,0,1.6,2.07
7,13,6,0,3.2,12.06
12,18,6,2,0.9,30.71
16,12,1,0,1.3,22.85
16,14,2,0,14.6,33.95
11,19,2,0,3.0,21.37
4,11,1,0,6.2,11.68
13,9,6,0,4.9,27.28
7,11,0,0,3.2,9.81
4,20,1,0,5.5,10.11
15,9,5,0,1.0,28.16
19,12,5,0,3.0,26.6
9,14,4,0,2.7,12.63
11,8,1,0,2.9,23.06
8,8,3,0,0.6,13.38
1,7,5,0,1.0,3.56
8,6,5,2,1.0,15.47
13,19,5,1,2.8,32.78
4,6,0,2,10.8,17.72
8,18,3,0,9.2,22.4
3,8,6,1,0.8,6.73
9,19,6,0,1.1,17.56
2,12,1,0,0.1,3.33
2,20,0,0,1.5,4.47
13,16,5,1,5.4,25.08
15,14,6,2,7.4,33.61
12,19,3,0,0.8,24.31
4,7,6,0,0.9,5.22
8,12,3,0,0.7,10.17
9,6,0,2,1.3,17.0
5,7,6,1,4.9,12.54
18,21,5,0,3.1,25.07
11,11,0,0,4.6,18.1
15,16,2,0,2.6,20.59
9,21,5,1,0.9,14.23
17,10,0,1,0.8,36.94
12,13,1,0,0.0,14.05
7,17,6,0,4.6,16.35
10,16,5,2,5.6,22.29
10,7,4,0,4.4,14.72
13,6,5,2,0.2,22.66
19,21,2,0,4.3,27.24
11,12,0,1,0.1,16.23
13,11,4,1,0.3,19.23
8,13,2,0,1.7,12.22
8,16,1,2,1.9,15.14
4,20,5,0,5.1,10.55
15,20,6,1,3.4,26.24
11,18,4,2,0.5,28.5
11,19,6,0,0.8,19.96
1,13,0,0,1.0,2.67
17,7,0,0,0.4,21.52
15,19,1,1,1.0,31.24
6,13,2,1,3.9,14.15
15,11,4,0,0.8,17.99
